problem,ablation,beta_update,T,alpha,eta,rho,theta_mode,theta_lambda,D_theta,theta_lr,theta_inner_steps,theta_start_mode,policy_optimizer,policy_gradient,reinforce_samples,fisher_damping,cg_iters,cg_tol,state_weight_update,dataset_path,theta_optimizer,theta_include_beta_cov,num_trajectories,max_steps,seed,eval_seed,device,status,error,solver_success_rate,greedy_success_rate,solver_avg_reward,greedy_avg_reward,elapsed_seconds,run_idx
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-05,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,46,10000,cpu,ok,,0.82,1.0,0.7187999999999998,0.9300000000000002,187.80700545804575,279
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-05,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,45,10000,cpu,ok,,0.82,1.0,0.7187999999999998,0.9300000000000002,201.19006716110744,171
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-05,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,44,10000,cpu,ok,,0.82,1.0,0.7187999999999998,0.9300000000000002,202.6299831289798,172
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,0.0001,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,46,10000,cpu,ok,,0.58,1.0,0.43449999999999983,0.9300000000000002,178.4171708029462,277
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,0.0001,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,45,10000,cpu,ok,,0.58,1.0,0.43449999999999983,0.9300000000000002,198.279950811062,165
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,0.0001,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,44,10000,cpu,ok,,0.58,1.0,0.43449999999999983,0.9300000000000002,206.34597665606998,177
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,0.0001,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.58,1.0,0.4344999999999998,0.9300000000000002,79.80017731402768,1
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,0.0001,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,43,10000,cpu,ok,,0.58,1.0,0.4344999999999998,0.9300000000000002,145.02831316104857,114
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,3e-05,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,46,10000,cpu,ok,,0.25,1.0,0.07799999999999997,0.9300000000000002,176.85656573600136,275
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,3e-05,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,44,10000,cpu,ok,,0.25,1.0,0.07799999999999997,0.9300000000000002,188.04888266092166,150
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,3e-05,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,45,10000,cpu,ok,,0.25,1.0,0.07799999999999997,0.9300000000000002,200.38128406007309,169
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,3e-05,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,43,10000,cpu,ok,,0.25,1.0,0.0779999999999999,0.9300000000000002,150.61252964299638,120
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,3e-05,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.25,1.0,0.0779999999999999,0.9300000000000002,166.66100965096848,15
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,43,10000,cpu,ok,,0.91,0.93,-0.1663000000000001,0.018750000000000062,166.45740635402035,281
stochastic,reg_fixed_baseline,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.91,0.93,-0.1663000000000001,0.01875,80.79227545700269,51
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.91,0.93,-0.1663000000000001,0.01875,133.0913785570301,66
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.91,0.93,-0.1663000000000001,0.01875,146.200663408963,71
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,1e-09,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,43,10000,cpu,ok,,0.9,0.93,-0.19330000000000014,0.018750000000000062,149.56233654601965,268
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,100.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,43,10000,cpu,ok,,0.9,0.93,-0.19720000000000013,0.018750000000000062,170.33923390100244,280
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,10.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.9,0.93,-0.15715,0.01875,147.68223172001308,63
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,1e-09,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.9,0.93,-0.1933000000000001,0.01875,139.34793649998028,59
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,100.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.9,0.93,-0.1972000000000001,0.01875,141.37058008898748,56
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,300.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.9,0.93,-0.1977500000000001,0.01875,141.26647893997142,60
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,1e-08,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.88,0.93,-0.1857000000000001,0.01875,138.13440385903232,57
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-09,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.88,0.93,-0.2443000000000001,0.01875,147.60315745603293,67
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,20,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,43,10000,cpu,ok,,0.87,0.93,-0.30605000000000016,0.018750000000000062,43.75949186796788,240
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-08,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.87,0.93,-0.2010500000000001,0.01875,140.30813719396247,61
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,30.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.87,0.93,-0.2339000000000002,0.01875,140.0820605409681,55
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,20,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.87,0.93,-0.3060500000000001,0.01875,147.37215812597424,84
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,5,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.86,0.93,-0.2882000000000002,0.01875,127.93697469698964,62
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,1e-07,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,43,10000,cpu,ok,,0.84,0.93,-0.24630000000000013,0.018750000000000062,151.79844766797032,271
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,1e-07,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.84,0.93,-0.2463000000000001,0.01875,145.8735850569792,68
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,40,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.74,0.93,-0.6008500000000003,0.01875,144.19795278296806,76
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,80,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.66,0.93,-0.6910000000000003,0.01875,162.61297283903696,101
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,1e-06,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.65,0.93,-0.6928500000000001,0.01875,143.8148317579762,69
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-06,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.53,0.87,-1.0189500000000005,-0.103,138.61061406199588,65
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,3.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.03,0.02,-2.06625,-2.054050000000001,150.29105658701155,64
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,1,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.03,0.02,-2.0830000000000006,-2.0697000000000005,139.72263219102751,86
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,2,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.03,0.02,-2.0877500000000007,-2.0697000000000005,141.9159976200317,95
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,5,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.03,0.02,-2.0964000000000005,-2.0697000000000005,137.97498045500834,83
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,20,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.03,0.02,-2.1438000000000006,-2.0697000000000005,112.28464814298786,102
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,0.3,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.03,0.02,-2.1619500000000005,-2.0697000000000005,137.20127930201124,53
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,0.3,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,43,10000,cpu,ok,,0.03,0.02,-2.1619500000000005,-2.0697000000000005,174.1670968850376,282
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,40,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.03,0.02,-2.1736500000000007,-2.0697000000000005,74.72738775401376,103
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,0.3,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,43,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,44.87016625900287,242
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,3.0,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,43,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,47.40059120499063,270
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,123.46422124304809,96
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,10.0,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,136.89531673997408,70
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,140.593006586947,78
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,1e-08,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,141.11558944999706,77
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,1e-07,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,142.72741158603458,80
stochastic,reg_fixed_baseline,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,142.7319906539633,74
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,30.0,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,145.41087090899237,81
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,100.0,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,145.87476384197362,85
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,300.0,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,146.63247562298784,89
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-08,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,146.9583134460263,93
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-09,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,147.15517747198464,91
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,3.0,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,147.32448683597613,87
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,1e-09,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,149.9026626420091,97
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,0.3,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,151.49288733600406,98
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,1.0,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,156.2594803889515,100
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,1e-06,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.1289,-2.0697000000000005,144.2915446520201,88
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,1e-05,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.1365500000000006,-2.0697000000000005,138.56254077795893,79
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-06,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.1365500000000006,-2.0697000000000005,149.557961864979,99
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-05,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.1497500000000005,-2.0697000000000005,136.31743803201243,73
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,0.0001,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.174000000000001,-2.0697000000000005,135.1572820399888,72
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,1.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.181800000000001,-2.0697000000000005,145.31828580697766,58
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,1.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,43,10000,cpu,ok,,0.02,0.02,-2.181800000000001,-2.0697000000000005,173.73253045300953,285
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,80,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.1840500000000005,-2.0697000000000005,89.30103021999821,104
deterministic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,1,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,45,10000,cpu,ok,,0.3,0.0,0.1184,-0.2,164.1939333899645,255
deterministic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,1,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,43,10000,cpu,ok,,0.3,0.0,0.1184,-0.2,178.02199275710154,144
deterministic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,1,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.3,0.0,0.1184,-0.2,178.5039777730126,26
deterministic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,1,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,44,10000,cpu,ok,,0.3,0.0,0.1184,-0.2,208.88456278597005,184
deterministic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,2,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,45,10000,cpu,ok,,0.26,0.0,0.07409999999999996,-0.2,178.5184926519869,264
deterministic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,2,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,43,10000,cpu,ok,,0.26,0.0,0.07409999999999996,-0.2,194.0339788889978,157
